Time,Date,Total
00:00:00,2019-03-22,21488
00:15:00,2019-03-22,21381
00:30:00,2019-03-22,22010
00:45:00,2019-03-22,20592
01:00:00,2019-03-22,20735
01:15:00,2019-03-22,17014
01:30:00,2019-03-22,24209
01:45:00,2019-03-22,15495
02:00:00,2019-03-22,18606
02:15:00,2019-03-22,21249
02:30:00,2019-03-22,24038
02:45:00,2019-03-22,20252
03:00:00,2019-03-22,23429
03:15:00,2019-03-22,25395
03:30:00,2019-03-22,23832
03:45:00,2019-03-22,22092
04:00:00,2019-03-22,22009
04:15:00,2019-03-22,22615
04:30:00,2019-03-22,24282
04:45:00,2019-03-22,22936
05:00:00,2019-03-22,21622
05:15:00,2019-03-22,21862
05:30:00,2019-03-22,19965
05:45:00,2019-03-22,23636
06:00:00,2019-03-22,23666
06:15:00,2019-03-22,29557
06:30:00,2019-03-22,23639
06:45:00,2019-03-22,25234
07:00:00,2019-03-22,26229
07:15:00,2019-03-22,31401
07:30:00,2019-03-22,44279
07:45:00,2019-03-22,43674
08:00:00,2019-03-22,46845
08:15:00,2019-03-22,41877
08:30:00,2019-03-22,33806
08:45:00,2019-03-22,38559
09:00:00,2019-03-22,33882
09:15:00,2019-03-22,38568
09:30:00,2019-03-22,34949
09:45:00,2019-03-22,34564
10:00:00,2019-03-22,39685
10:15:00,2019-03-22,39843
10:30:00,2019-03-22,43457
10:45:00,2019-03-22,36925
11:00:00,2019-03-22,35074
11:15:00,2019-03-22,36479
11:30:00,2019-03-22,38567
11:45:00,2019-03-22,50834
12:00:00,2019-03-22,42555
12:15:00,2019-03-22,60552
12:30:00,2019-03-22,54361
12:45:00,2019-03-22,59218
13:00:00,2019-03-22,51684
13:15:00,2019-03-22,62383
13:30:00,2019-03-22,64183
13:45:00,2019-03-22,44700
14:00:00,2019-03-22,42525
14:15:00,2019-03-22,40227
14:30:00,2019-03-22,41176
14:45:00,2019-03-22,44671
15:00:00,2019-03-22,44286
15:15:00,2019-03-22,42312
15:30:00,2019-03-22,40061
15:45:00,2019-03-22,26937
16:00:00,2019-03-22,22387
16:15:00,2019-03-22,24398
16:30:00,2019-03-22,21172
16:45:00,2019-03-22,17648
17:00:00,2019-03-22,17771
17:15:00,2019-03-22,15713
17:30:00,2019-03-22,16800
17:45:00,2019-03-22,13463
18:00:00,2019-03-22,13936
18:15:00,2019-03-22,14281
18:30:00,2019-03-22,14535
18:45:00,2019-03-22,12620
19:00:00,2019-03-22,9704
19:15:00,2019-03-22,11444
19:30:00,2019-03-22,12433
19:45:00,2019-03-22,16308
20:00:00,2019-03-22,14490
20:15:00,2019-03-22,11712
20:30:00,2019-03-22,10538
20:45:00,2019-03-22,12275
21:00:00,2019-03-22,10439
21:15:00,2019-03-22,11454
21:30:00,2019-03-22,12276
21:45:00,2019-03-22,12512
22:00:00,2019-03-22,15160
22:15:00,2019-03-22,15781
22:30:00,2019-03-22,15415
22:45:00,2019-03-22,16691
23:00:00,2019-03-22,18217
23:15:00,2019-03-22,13538
23:30:00,2019-03-22,12559
23:45:00,2019-03-22,14199
