Time,Date,Total
00:00:00,2019-01-04,95
00:15:00,2019-01-04,90
00:30:00,2019-01-04,91
00:45:00,2019-01-04,96
01:00:00,2019-01-04,94
01:15:00,2019-01-04,92
01:30:00,2019-01-04,102
01:45:00,2019-01-04,105
02:00:00,2019-01-04,89
02:15:00,2019-01-04,88
02:30:00,2019-01-04,87
02:45:00,2019-01-04,83
03:00:00,2019-01-04,104
03:15:00,2019-01-04,97
03:30:00,2019-01-04,105
03:45:00,2019-01-04,104
04:00:00,2019-01-04,99
04:15:00,2019-01-04,96
04:30:00,2019-01-04,116
04:45:00,2019-01-04,111
05:00:00,2019-01-04,97
05:15:00,2019-01-04,98
05:30:00,2019-01-04,88
05:45:00,2019-01-04,63
06:00:00,2019-01-04,77
06:15:00,2019-01-04,106
06:30:00,2019-01-04,112
06:45:00,2019-01-04,96
07:00:00,2019-01-04,114
07:15:00,2019-01-04,123
07:30:00,2019-01-04,192
07:45:00,2019-01-04,273
08:00:00,2019-01-04,153
08:15:00,2019-01-04,158
08:30:00,2019-01-04,166
08:45:00,2019-01-04,126
09:00:00,2019-01-04,113
09:15:00,2019-01-04,127
09:30:00,2019-01-04,107
09:45:00,2019-01-04,95
10:00:00,2019-01-04,118
10:15:00,2019-01-04,103
10:30:00,2019-01-04,109
10:45:00,2019-01-04,113
11:00:00,2019-01-04,92
11:15:00,2019-01-04,104
11:30:00,2019-01-04,80
11:45:00,2019-01-04,109
12:00:00,2019-01-04,83
12:15:00,2019-01-04,107
12:30:00,2019-01-04,94
12:45:00,2019-01-04,100
13:00:00,2019-01-04,90
13:15:00,2019-01-04,106
13:30:00,2019-01-04,102
13:45:00,2019-01-04,121
14:00:00,2019-01-04,209
14:15:00,2019-01-04,307
14:30:00,2019-01-04,333
14:45:00,2019-01-04,433
15:00:00,2019-01-04,453
15:15:00,2019-01-04,469
15:30:00,2019-01-04,506
15:45:00,2019-01-04,497
16:00:00,2019-01-04,446
16:15:00,2019-01-04,478
16:30:00,2019-01-04,463
16:45:00,2019-01-04,445
17:00:00,2019-01-04,390
17:15:00,2019-01-04,384
17:30:00,2019-01-04,390
17:45:00,2019-01-04,393
18:00:00,2019-01-04,372
18:15:00,2019-01-04,373
18:30:00,2019-01-04,369
18:45:00,2019-01-04,376
19:00:00,2019-01-04,367
19:15:00,2019-01-04,345
19:30:00,2019-01-04,347
19:45:00,2019-01-04,360
20:00:00,2019-01-04,405
20:15:00,2019-01-04,362
20:30:00,2019-01-04,338
20:45:00,2019-01-04,358
21:00:00,2019-01-04,346
21:15:00,2019-01-04,360
21:30:00,2019-01-04,341
21:45:00,2019-01-04,364
22:00:00,2019-01-04,344
22:15:00,2019-01-04,352
22:30:00,2019-01-04,337
22:45:00,2019-01-04,350
23:00:00,2019-01-04,338
23:15:00,2019-01-04,341
23:30:00,2019-01-04,345
23:45:00,2019-01-04,347
