Time,Date,Total
00:00:00,2018-12-23,661
00:15:00,2018-12-23,716
00:30:00,2018-12-23,736
00:45:00,2018-12-23,672
01:00:00,2018-12-23,651
01:15:00,2018-12-23,866
01:30:00,2018-12-23,802
01:45:00,2018-12-23,607
02:00:00,2018-12-23,650
02:15:00,2018-12-23,604
02:30:00,2018-12-23,615
02:45:00,2018-12-23,646
03:00:00,2018-12-23,768
03:15:00,2018-12-23,721
03:30:00,2018-12-23,772
03:45:00,2018-12-23,693
04:00:00,2018-12-23,752
04:15:00,2018-12-23,758
04:30:00,2018-12-23,633
04:45:00,2018-12-23,710
05:00:00,2018-12-23,693
05:15:00,2018-12-23,619
05:30:00,2018-12-23,645
05:45:00,2018-12-23,612
06:00:00,2018-12-23,649
06:15:00,2018-12-23,648
06:30:00,2018-12-23,806
06:45:00,2018-12-23,961
07:00:00,2018-12-23,648
07:15:00,2018-12-23,676
07:30:00,2018-12-23,651
07:45:00,2018-12-23,939
08:00:00,2018-12-23,904
08:15:00,2018-12-23,736
08:30:00,2018-12-23,751
08:45:00,2018-12-23,697
09:00:00,2018-12-23,1266
09:15:00,2018-12-23,719
09:30:00,2018-12-23,627
09:45:00,2018-12-23,640
10:00:00,2018-12-23,1092
10:15:00,2018-12-23,1391
10:30:00,2018-12-23,886
10:45:00,2018-12-23,797
11:00:00,2018-12-23,1099
11:15:00,2018-12-23,1123
11:30:00,2018-12-23,838
11:45:00,2018-12-23,660
12:00:00,2018-12-23,769
12:15:00,2018-12-23,682
12:30:00,2018-12-23,708
12:45:00,2018-12-23,657
13:00:00,2018-12-23,723
13:15:00,2018-12-23,632
13:30:00,2018-12-23,671
13:45:00,2018-12-23,626
14:00:00,2018-12-23,802
14:15:00,2018-12-23,696
14:30:00,2018-12-23,692
14:45:00,2018-12-23,593
15:00:00,2018-12-23,929
15:15:00,2018-12-23,834
15:30:00,2018-12-23,669
15:45:00,2018-12-23,790
16:00:00,2018-12-23,653
16:15:00,2018-12-23,599
16:30:00,2018-12-23,639
16:45:00,2018-12-23,624
17:00:00,2018-12-23,634
17:15:00,2018-12-23,682
17:30:00,2018-12-23,756
17:45:00,2018-12-23,634
18:00:00,2018-12-23,692
18:15:00,2018-12-23,693
18:30:00,2018-12-23,664
18:45:00,2018-12-23,708
19:00:00,2018-12-23,872
19:15:00,2018-12-23,815
19:30:00,2018-12-23,814
19:45:00,2018-12-23,640
20:00:00,2018-12-23,726
20:15:00,2018-12-23,637
20:30:00,2018-12-23,674
20:45:00,2018-12-23,745
21:00:00,2018-12-23,672
21:15:00,2018-12-23,683
21:30:00,2018-12-23,665
21:45:00,2018-12-23,905
22:00:00,2018-12-23,672
22:15:00,2018-12-23,678
22:30:00,2018-12-23,672
22:45:00,2018-12-23,637
23:00:00,2018-12-23,622
23:15:00,2018-12-23,637
23:30:00,2018-12-23,628
23:45:00,2018-12-23,655
