Time,Date,Total
00:00:00,2018-11-27,39496
00:15:00,2018-11-27,15752
00:30:00,2018-11-27,20739
00:45:00,2018-11-27,15650
01:00:00,2018-11-27,20046
01:15:00,2018-11-27,16616
01:30:00,2018-11-27,22659
01:45:00,2018-11-27,16298
02:00:00,2018-11-27,19900
02:15:00,2018-11-27,15074
02:30:00,2018-11-27,20126
02:45:00,2018-11-27,16173
03:00:00,2018-11-27,21422
03:15:00,2018-11-27,16461
03:30:00,2018-11-27,20228
03:45:00,2018-11-27,15591
04:00:00,2018-11-27,20773
04:15:00,2018-11-27,16036
04:30:00,2018-11-27,20972
04:45:00,2018-11-27,16750
05:00:00,2018-11-27,20880
05:15:00,2018-11-27,15527
05:30:00,2018-11-27,20665
05:45:00,2018-11-27,15182
06:00:00,2018-11-27,19857
06:15:00,2018-11-27,17746
06:30:00,2018-11-27,22063
06:45:00,2018-11-27,20181
07:00:00,2018-11-27,24718
07:15:00,2018-11-27,24764
07:30:00,2018-11-27,39374
07:45:00,2018-11-27,48132
08:00:00,2018-11-27,46524
08:15:00,2018-11-27,39159
08:30:00,2018-11-27,45300
08:45:00,2018-11-27,40310
09:00:00,2018-11-27,44785
09:15:00,2018-11-27,49108
09:30:00,2018-11-27,42484
09:45:00,2018-11-27,38162
10:00:00,2018-11-27,44206
10:15:00,2018-11-27,40868
10:30:00,2018-11-27,45313
10:45:00,2018-11-27,39282
11:00:00,2018-11-27,43703
11:15:00,2018-11-27,43309
11:30:00,2018-11-27,47895
11:45:00,2018-11-27,52343
12:00:00,2018-11-27,71635
12:15:00,2018-11-27,52713
12:30:00,2018-11-27,42574
12:45:00,2018-11-27,50301
13:00:00,2018-11-27,48675
13:15:00,2018-11-27,43558
13:30:00,2018-11-27,50950
13:45:00,2018-11-27,46768
14:00:00,2018-11-27,48284
14:15:00,2018-11-27,47440
14:30:00,2018-11-27,40085
14:45:00,2018-11-27,42235
15:00:00,2018-11-27,55418
15:15:00,2018-11-27,49395
15:30:00,2018-11-27,47886
15:45:00,2018-11-27,39645
16:00:00,2018-11-27,36042
16:15:00,2018-11-27,34228
16:30:00,2018-11-27,36093
16:45:00,2018-11-27,26743
17:00:00,2018-11-27,25058
17:15:00,2018-11-27,22351
17:30:00,2018-11-27,23360
17:45:00,2018-11-27,19556
18:00:00,2018-11-27,22347
18:15:00,2018-11-27,18311
18:30:00,2018-11-27,21959
18:45:00,2018-11-27,17249
19:00:00,2018-11-27,20115
19:15:00,2018-11-27,17770
19:30:00,2018-11-27,20748
19:45:00,2018-11-27,16898
20:00:00,2018-11-27,22772
20:15:00,2018-11-27,18345
20:30:00,2018-11-27,21522
20:45:00,2018-11-27,16646
21:00:00,2018-11-27,21711
21:15:00,2018-11-27,18142
21:30:00,2018-11-27,22044
21:45:00,2018-11-27,17167
22:00:00,2018-11-27,20791
22:15:00,2018-11-27,17759
22:30:00,2018-11-27,20919
22:45:00,2018-11-27,16454
23:00:00,2018-11-27,21822
23:15:00,2018-11-27,18369
23:30:00,2018-11-27,20585
23:45:00,2018-11-27,15918
