Time,Date,Total
00:00:00,2018-10-01,6196
00:15:00,2018-10-01,3286
00:30:00,2018-10-01,3780
00:45:00,2018-10-01,3392
01:00:00,2018-10-01,3395
01:15:00,2018-10-01,3276
01:30:00,2018-10-01,3416
01:45:00,2018-10-01,3282
02:00:00,2018-10-01,3881
02:15:00,2018-10-01,3669
02:30:00,2018-10-01,3480
02:45:00,2018-10-01,3311
03:00:00,2018-10-01,3367
03:15:00,2018-10-01,3192
03:30:00,2018-10-01,3308
03:45:00,2018-10-01,3419
04:00:00,2018-10-01,3575
04:15:00,2018-10-01,3348
04:30:00,2018-10-01,3400
04:45:00,2018-10-01,3352
05:00:00,2018-10-01,3604
05:15:00,2018-10-01,3435
05:30:00,2018-10-01,3365
05:45:00,2018-10-01,3375
06:00:00,2018-10-01,3558
06:15:00,2018-10-01,3436
06:30:00,2018-10-01,3472
06:45:00,2018-10-01,3455
07:00:00,2018-10-01,3840
07:15:00,2018-10-01,4117
07:30:00,2018-10-01,4430
07:45:00,2018-10-01,4493
08:00:00,2018-10-01,5114
08:15:00,2018-10-01,5091
08:30:00,2018-10-01,4554
08:45:00,2018-10-01,4841
09:00:00,2018-10-01,4698
09:15:00,2018-10-01,4230
09:30:00,2018-10-01,4240
09:45:00,2018-10-01,4361
10:00:00,2018-10-01,4350
10:15:00,2018-10-01,4147
10:30:00,2018-10-01,4292
10:45:00,2018-10-01,4210
11:00:00,2018-10-01,4573
11:15:00,2018-10-01,4121
11:30:00,2018-10-01,4076
11:45:00,2018-10-01,4148
12:00:00,2018-10-01,6741
12:15:00,2018-10-01,4673
12:30:00,2018-10-01,3866
12:45:00,2018-10-01,4138
13:00:00,2018-10-01,4234
13:15:00,2018-10-01,4111
13:30:00,2018-10-01,4053
13:45:00,2018-10-01,3802
14:00:00,2018-10-01,4730
14:15:00,2018-10-01,4473
14:30:00,2018-10-01,4143
14:45:00,2018-10-01,4156
15:00:00,2018-10-01,4251
15:15:00,2018-10-01,3818
15:30:00,2018-10-01,3924
15:45:00,2018-10-01,3805
16:00:00,2018-10-01,4085
16:15:00,2018-10-01,3732
16:30:00,2018-10-01,3676
16:45:00,2018-10-01,3414
17:00:00,2018-10-01,3331
17:15:00,2018-10-01,3299
17:30:00,2018-10-01,3221
17:45:00,2018-10-01,2027
18:00:00,2018-10-01,573
18:15:00,2018-10-01,499
18:30:00,2018-10-01,493
18:45:00,2018-10-01,521
19:00:00,2018-10-01,659
19:15:00,2018-10-01,655
19:30:00,2018-10-01,527
19:45:00,2018-10-01,564
20:00:00,2018-10-01,667
20:15:00,2018-10-01,613
20:30:00,2018-10-01,525
20:45:00,2018-10-01,447
21:00:00,2018-10-01,576
21:15:00,2018-10-01,431
21:30:00,2018-10-01,413
21:45:00,2018-10-01,656
22:00:00,2018-10-01,536
22:15:00,2018-10-01,489
22:30:00,2018-10-01,472
22:45:00,2018-10-01,386
23:00:00,2018-10-01,660
23:15:00,2018-10-01,540
23:30:00,2018-10-01,546
23:45:00,2018-10-01,501
