Time,Date,Total
00:00:00,2019-01-10,4731
00:15:00,2019-01-10,4812
00:30:00,2019-01-10,4810
00:45:00,2019-01-10,4740
01:00:00,2019-01-10,4866
01:15:00,2019-01-10,4782
01:30:00,2019-01-10,4779
01:45:00,2019-01-10,4750
02:00:00,2019-01-10,4738
02:15:00,2019-01-10,4700
02:30:00,2019-01-10,4723
02:45:00,2019-01-10,4668
03:00:00,2019-01-10,4770
03:15:00,2019-01-10,4765
03:30:00,2019-01-10,4736
03:45:00,2019-01-10,4786
04:00:00,2019-01-10,4739
04:15:00,2019-01-10,4806
04:30:00,2019-01-10,4920
04:45:00,2019-01-10,5108
05:00:00,2019-01-10,13597
05:15:00,2019-01-10,4796
05:30:00,2019-01-10,5025
05:45:00,2019-01-10,18150
06:00:00,2019-01-10,6801
06:15:00,2019-01-10,4732
06:30:00,2019-01-10,4906
06:45:00,2019-01-10,5053
07:00:00,2019-01-10,5268
07:15:00,2019-01-10,6514
07:30:00,2019-01-10,7629
07:45:00,2019-01-10,10862
08:00:00,2019-01-10,11703
08:15:00,2019-01-10,11336
08:30:00,2019-01-10,13784
08:45:00,2019-01-10,10502
09:00:00,2019-01-10,8081
09:15:00,2019-01-10,8370
09:30:00,2019-01-10,8549
09:45:00,2019-01-10,7689
10:00:00,2019-01-10,8966
10:15:00,2019-01-10,8623
10:30:00,2019-01-10,8167
10:45:00,2019-01-10,10338
11:00:00,2019-01-10,8291
11:15:00,2019-01-10,8360
11:30:00,2019-01-10,10118
11:45:00,2019-01-10,9052
12:00:00,2019-01-10,7415
12:15:00,2019-01-10,8581
12:30:00,2019-01-10,10031
12:45:00,2019-01-10,8425
13:00:00,2019-01-10,10034
13:15:00,2019-01-10,8310
13:30:00,2019-01-10,9753
13:45:00,2019-01-10,7561
14:00:00,2019-01-10,8601
14:15:00,2019-01-10,8512
14:30:00,2019-01-10,8406
14:45:00,2019-01-10,7778
15:00:00,2019-01-10,7026
15:15:00,2019-01-10,8186
15:30:00,2019-01-10,7754
15:45:00,2019-01-10,7479
16:00:00,2019-01-10,7135
16:15:00,2019-01-10,7306
16:30:00,2019-01-10,7045
16:45:00,2019-01-10,6453
17:00:00,2019-01-10,5815
17:15:00,2019-01-10,5453
17:30:00,2019-01-10,5518
17:45:00,2019-01-10,5330
18:00:00,2019-01-10,5463
18:15:00,2019-01-10,5416
18:30:00,2019-01-10,5213
18:45:00,2019-01-10,5428
19:00:00,2019-01-10,5613
19:15:00,2019-01-10,5304
19:30:00,2019-01-10,5340
19:45:00,2019-01-10,5417
20:00:00,2019-01-10,5367
20:15:00,2019-01-10,5323
20:30:00,2019-01-10,5303
20:45:00,2019-01-10,5320
21:00:00,2019-01-10,5661
21:15:00,2019-01-10,5324
21:30:00,2019-01-10,5334
21:45:00,2019-01-10,5280
22:00:00,2019-01-10,5366
22:15:00,2019-01-10,5306
22:30:00,2019-01-10,5284
22:45:00,2019-01-10,5280
23:00:00,2019-01-10,5348
23:15:00,2019-01-10,5281
23:30:00,2019-01-10,5319
23:45:00,2019-01-10,5287
