Time,Date,Total
00:00:00,2019-03-16,21577
00:15:00,2019-03-16,25408
00:30:00,2019-03-16,19475
00:45:00,2019-03-16,21383
01:00:00,2019-03-16,21360
01:15:00,2019-03-16,21358
01:30:00,2019-03-16,21401
01:45:00,2019-03-16,23313
02:00:00,2019-03-16,24457
02:15:00,2019-03-16,41564
02:30:00,2019-03-16,54706
02:45:00,2019-03-16,29109
03:00:00,2019-03-16,21377
03:15:00,2019-03-16,23448
03:30:00,2019-03-16,21272
03:45:00,2019-03-16,21358
04:00:00,2019-03-16,21377
04:15:00,2019-03-16,19409
04:30:00,2019-03-16,25289
04:45:00,2019-03-16,21358
05:00:00,2019-03-16,21372
05:15:00,2019-03-16,21341
05:30:00,2019-03-16,19439
05:45:00,2019-03-16,20614
06:00:00,2019-03-16,24363
06:15:00,2019-03-16,20335
06:30:00,2019-03-16,18492
06:45:00,2019-03-16,20335
07:00:00,2019-03-16,20354
07:15:00,2019-03-16,20893
07:30:00,2019-03-16,23362
07:45:00,2019-03-16,21360
08:00:00,2019-03-16,23986
08:15:00,2019-03-16,20213
08:30:00,2019-03-16,20463
08:45:00,2019-03-16,22513
09:00:00,2019-03-16,20372
09:15:00,2019-03-16,20446
09:30:00,2019-03-16,20055
09:45:00,2019-03-16,20058
10:00:00,2019-03-16,36954
10:15:00,2019-03-16,26961
10:30:00,2019-03-16,20528
10:45:00,2019-03-16,20445
11:00:00,2019-03-16,20655
11:15:00,2019-03-16,18830
11:30:00,2019-03-16,20450
11:45:00,2019-03-16,24459
12:00:00,2019-03-16,20502
12:15:00,2019-03-16,18700
12:30:00,2019-03-16,20661
12:45:00,2019-03-16,20448
13:00:00,2019-03-16,24742
13:15:00,2019-03-16,20447
13:30:00,2019-03-16,18612
13:45:00,2019-03-16,20447
14:00:00,2019-03-16,23132
14:15:00,2019-03-16,18951
14:30:00,2019-03-16,23473
14:45:00,2019-03-16,17647
15:00:00,2019-03-16,19323
15:15:00,2019-03-16,19563
15:30:00,2019-03-16,21780
15:45:00,2019-03-16,21214
16:00:00,2019-03-16,18963
16:15:00,2019-03-16,22112
16:30:00,2019-03-16,22150
16:45:00,2019-03-16,22131
17:00:00,2019-03-16,20142
17:15:00,2019-03-16,20541
17:30:00,2019-03-16,21026
17:45:00,2019-03-16,20684
18:00:00,2019-03-16,20703
18:15:00,2019-03-16,18806
18:30:00,2019-03-16,20703
18:45:00,2019-03-16,19224
19:00:00,2019-03-16,20720
19:15:00,2019-03-16,18823
19:30:00,2019-03-16,20703
19:45:00,2019-03-16,20684
20:00:00,2019-03-16,24150
20:15:00,2019-03-16,19044
20:30:00,2019-03-16,18825
20:45:00,2019-03-16,20785
21:00:00,2019-03-16,20720
21:15:00,2019-03-16,20701
21:30:00,2019-03-16,17707
21:45:00,2019-03-16,20360
22:00:00,2019-03-16,20694
22:15:00,2019-03-16,20777
22:30:00,2019-03-16,20703
22:45:00,2019-03-16,20667
23:00:00,2019-03-16,17361
23:15:00,2019-03-16,20630
23:30:00,2019-03-16,20720
23:45:00,2019-03-16,18820
