Time,Date,Total
00:00:00,2019-02-23,144607
00:15:00,2019-02-23,167980
00:30:00,2019-02-23,125772
00:45:00,2019-02-23,115950
01:00:00,2019-02-23,116528
01:15:00,2019-02-23,113047
01:30:00,2019-02-23,127798
01:45:00,2019-02-23,117192
02:00:00,2019-02-23,119639
02:15:00,2019-02-23,117122
02:30:00,2019-02-23,122433
02:45:00,2019-02-23,115770
03:00:00,2019-02-23,117942
03:15:00,2019-02-23,116232
03:30:00,2019-02-23,119877
03:45:00,2019-02-23,121681
04:00:00,2019-02-23,118050
04:15:00,2019-02-23,118733
04:30:00,2019-02-23,113579
04:45:00,2019-02-23,127177
05:00:00,2019-02-23,112854
05:15:00,2019-02-23,118733
05:30:00,2019-02-23,117323
05:45:00,2019-02-23,116583
06:00:00,2019-02-23,118990
06:15:00,2019-02-23,117140
06:30:00,2019-02-23,112705
06:45:00,2019-02-23,117869
07:00:00,2019-02-23,129662
07:15:00,2019-02-23,116037
07:30:00,2019-02-23,123434
07:45:00,2019-02-23,132813
08:00:00,2019-02-23,161125
08:15:00,2019-02-23,137238
08:30:00,2019-02-23,130538
08:45:00,2019-02-23,131597
09:00:00,2019-02-23,134543
09:15:00,2019-02-23,135812
09:30:00,2019-02-23,132500
09:45:00,2019-02-23,143143
10:00:00,2019-02-23,172806
10:15:00,2019-02-23,157334
10:30:00,2019-02-23,137716
10:45:00,2019-02-23,127970
11:00:00,2019-02-23,125247
11:15:00,2019-02-23,131195
11:30:00,2019-02-23,125292
11:45:00,2019-02-23,130409
12:00:00,2019-02-23,146844
12:15:00,2019-02-23,174723
12:30:00,2019-02-23,158854
12:45:00,2019-02-23,114410
13:00:00,2019-02-23,119182
13:15:00,2019-02-23,126881
13:30:00,2019-02-23,105412
13:45:00,2019-02-23,115784
14:00:00,2019-02-23,122298
14:15:00,2019-02-23,110089
14:30:00,2019-02-23,103321
14:45:00,2019-02-23,110562
15:00:00,2019-02-23,123548
15:15:00,2019-02-23,127293
15:30:00,2019-02-23,141720
15:45:00,2019-02-23,130724
16:00:00,2019-02-23,134062
16:15:00,2019-02-23,129085
16:30:00,2019-02-23,131027
16:45:00,2019-02-23,112140
17:00:00,2019-02-23,105109
17:15:00,2019-02-23,104194
17:30:00,2019-02-23,108245
17:45:00,2019-02-23,112459
18:00:00,2019-02-23,147525
18:15:00,2019-02-23,145733
18:30:00,2019-02-23,142442
18:45:00,2019-02-23,113857
19:00:00,2019-02-23,105095
19:15:00,2019-02-23,101679
19:30:00,2019-02-23,113202
19:45:00,2019-02-23,105095
20:00:00,2019-02-23,115460
20:15:00,2019-02-23,117503
20:30:00,2019-02-23,134924
20:45:00,2019-02-23,139621
21:00:00,2019-02-23,134652
21:15:00,2019-02-23,137775
21:30:00,2019-02-23,156833
21:45:00,2019-02-23,153564
22:00:00,2019-02-23,162715
22:15:00,2019-02-23,148675
22:30:00,2019-02-23,162336
22:45:00,2019-02-23,101738
23:00:00,2019-02-23,102384
23:15:00,2019-02-23,101397
23:30:00,2019-02-23,105072
23:45:00,2019-02-23,107808
