Time,Date,Total
00:00:00,2018-10-22,7325
00:15:00,2018-10-22,4230
00:30:00,2018-10-22,4041
00:45:00,2018-10-22,4072
01:00:00,2018-10-22,5937
01:15:00,2018-10-22,4533
01:30:00,2018-10-22,4046
01:45:00,2018-10-22,4037
02:00:00,2018-10-22,4435
02:15:00,2018-10-22,4401
02:30:00,2018-10-22,4333
02:45:00,2018-10-22,4467
03:00:00,2018-10-22,4666
03:15:00,2018-10-22,4647
03:30:00,2018-10-22,4126
03:45:00,2018-10-22,5279
04:00:00,2018-10-22,4594
04:15:00,2018-10-22,4473
04:30:00,2018-10-22,4902
04:45:00,2018-10-22,5070
05:00:00,2018-10-22,5672
05:15:00,2018-10-22,6016
05:30:00,2018-10-22,5111
05:45:00,2018-10-22,5407
06:00:00,2018-10-22,5622
06:15:00,2018-10-22,5126
06:30:00,2018-10-22,5422
06:45:00,2018-10-22,6849
07:00:00,2018-10-22,6321
07:15:00,2018-10-22,8451
07:30:00,2018-10-22,12743
07:45:00,2018-10-22,15476
08:00:00,2018-10-22,16424
08:15:00,2018-10-22,13784
08:30:00,2018-10-22,12964
08:45:00,2018-10-22,13086
09:00:00,2018-10-22,17553
09:15:00,2018-10-22,15826
09:30:00,2018-10-22,16214
09:45:00,2018-10-22,13033
10:00:00,2018-10-22,14281
10:15:00,2018-10-22,12312
10:30:00,2018-10-22,11572
10:45:00,2018-10-22,13454
11:00:00,2018-10-22,13374
11:15:00,2018-10-22,11082
11:30:00,2018-10-22,10945
11:45:00,2018-10-22,11633
12:00:00,2018-10-22,15536
12:15:00,2018-10-22,17168
12:30:00,2018-10-22,13818
12:45:00,2018-10-22,13554
13:00:00,2018-10-22,15646
13:15:00,2018-10-22,14968
13:30:00,2018-10-22,14381
13:45:00,2018-10-22,13492
14:00:00,2018-10-22,15124
14:15:00,2018-10-22,14564
14:30:00,2018-10-22,14640
14:45:00,2018-10-22,15518
15:00:00,2018-10-22,14302
15:15:00,2018-10-22,14448
15:30:00,2018-10-22,16106
15:45:00,2018-10-22,11727
16:00:00,2018-10-22,10181
16:15:00,2018-10-22,9350
16:30:00,2018-10-22,7696
16:45:00,2018-10-22,6345
17:00:00,2018-10-22,5660
17:15:00,2018-10-22,6192
17:30:00,2018-10-22,4903
17:45:00,2018-10-22,4545
18:00:00,2018-10-22,4747
18:15:00,2018-10-22,4909
18:30:00,2018-10-22,5972
18:45:00,2018-10-22,4417
19:00:00,2018-10-22,5217
19:15:00,2018-10-22,4974
19:30:00,2018-10-22,4968
19:45:00,2018-10-22,4756
20:00:00,2018-10-22,4924
20:15:00,2018-10-22,4581
20:30:00,2018-10-22,4704
20:45:00,2018-10-22,4388
21:00:00,2018-10-22,5981
21:15:00,2018-10-22,5115
21:30:00,2018-10-22,5057
21:45:00,2018-10-22,4384
22:00:00,2018-10-22,4397
22:15:00,2018-10-22,4875
22:30:00,2018-10-22,4551
22:45:00,2018-10-22,4446
23:00:00,2018-10-22,6132
23:15:00,2018-10-22,5186
23:30:00,2018-10-22,4578
23:45:00,2018-10-22,4485
