Time,Date,Total
00:00:00,2018-09-23,10251
00:15:00,2018-09-23,6788
00:30:00,2018-09-23,6900
00:45:00,2018-09-23,7145
01:00:00,2018-09-23,8014
01:15:00,2018-09-23,6538
01:30:00,2018-09-23,6656
01:45:00,2018-09-23,8354
02:00:00,2018-09-23,7665
02:15:00,2018-09-23,6699
02:30:00,2018-09-23,7003
02:45:00,2018-09-23,6910
03:00:00,2018-09-23,7373
03:15:00,2018-09-23,6892
03:30:00,2018-09-23,7345
03:45:00,2018-09-23,6775
04:00:00,2018-09-23,7224
04:15:00,2018-09-23,6814
04:30:00,2018-09-23,6708
04:45:00,2018-09-23,6945
05:00:00,2018-09-23,7638
05:15:00,2018-09-23,7038
05:30:00,2018-09-23,6636
05:45:00,2018-09-23,6623
06:00:00,2018-09-23,6995
06:15:00,2018-09-23,6455
06:30:00,2018-09-23,6523
06:45:00,2018-09-23,6465
07:00:00,2018-09-23,7881
07:15:00,2018-09-23,6775
07:30:00,2018-09-23,7198
07:45:00,2018-09-23,6796
08:00:00,2018-09-23,7136
08:15:00,2018-09-23,7201
08:30:00,2018-09-23,6697
08:45:00,2018-09-23,8014
09:00:00,2018-09-23,7413
09:15:00,2018-09-23,6633
09:30:00,2018-09-23,6649
09:45:00,2018-09-23,6803
10:00:00,2018-09-23,6949
10:15:00,2018-09-23,6613
10:30:00,2018-09-23,6554
10:45:00,2018-09-23,6590
11:00:00,2018-09-23,7491
11:15:00,2018-09-23,6964
11:30:00,2018-09-23,6985
11:45:00,2018-09-23,7957
12:00:00,2018-09-23,9768
12:15:00,2018-09-23,8542
12:30:00,2018-09-23,6573
12:45:00,2018-09-23,6793
13:00:00,2018-09-23,7648
13:15:00,2018-09-23,6995
13:30:00,2018-09-23,7936
13:45:00,2018-09-23,6754
14:00:00,2018-09-23,7206
14:15:00,2018-09-23,6634
14:30:00,2018-09-23,7396
14:45:00,2018-09-23,6914
15:00:00,2018-09-23,7055
15:15:00,2018-09-23,6757
15:30:00,2018-09-23,6660
15:45:00,2018-09-23,7152
16:00:00,2018-09-23,6844
16:15:00,2018-09-23,7856
16:30:00,2018-09-23,6709
16:45:00,2018-09-23,6734
17:00:00,2018-09-23,6751
17:15:00,2018-09-23,6876
17:30:00,2018-09-23,6320
17:45:00,2018-09-23,6414
18:00:00,2018-09-23,6596
18:15:00,2018-09-23,6374
18:30:00,2018-09-23,6468
18:45:00,2018-09-23,6542
19:00:00,2018-09-23,7137
19:15:00,2018-09-23,6778
19:30:00,2018-09-23,6475
19:45:00,2018-09-23,6926
20:00:00,2018-09-23,7254
20:15:00,2018-09-23,6622
20:30:00,2018-09-23,6458
20:45:00,2018-09-23,6428
21:00:00,2018-09-23,8306
21:15:00,2018-09-23,7485
21:30:00,2018-09-23,6460
21:45:00,2018-09-23,6515
22:00:00,2018-09-23,7099
22:15:00,2018-09-23,6722
22:30:00,2018-09-23,6618
22:45:00,2018-09-23,6623
23:00:00,2018-09-23,8476
23:15:00,2018-09-23,6566
23:30:00,2018-09-23,6463
23:45:00,2018-09-23,6563
