Time,Date,Total
00:00:00,2018-10-15,3238
00:15:00,2018-10-15,482
00:30:00,2018-10-15,602
00:45:00,2018-10-15,567
01:00:00,2018-10-15,607
01:15:00,2018-10-15,526
01:30:00,2018-10-15,502
01:45:00,2018-10-15,579
02:00:00,2018-10-15,710
02:15:00,2018-10-15,623
02:30:00,2018-10-15,594
02:45:00,2018-10-15,615
03:00:00,2018-10-15,586
03:15:00,2018-10-15,591
03:30:00,2018-10-15,508
03:45:00,2018-10-15,488
04:00:00,2018-10-15,781
04:15:00,2018-10-15,577
04:30:00,2018-10-15,600
04:45:00,2018-10-15,556
05:00:00,2018-10-15,723
05:15:00,2018-10-15,515
05:30:00,2018-10-15,632
05:45:00,2018-10-15,554
06:00:00,2018-10-15,641
06:15:00,2018-10-15,538
06:30:00,2018-10-15,696
06:45:00,2018-10-15,708
07:00:00,2018-10-15,866
07:15:00,2018-10-15,1026
07:30:00,2018-10-15,1084
07:45:00,2018-10-15,993
08:00:00,2018-10-15,1255
08:15:00,2018-10-15,1406
08:30:00,2018-10-15,2062
08:45:00,2018-10-15,1061
09:00:00,2018-10-15,1078
09:15:00,2018-10-15,1276
09:30:00,2018-10-15,1744
09:45:00,2018-10-15,1577
10:00:00,2018-10-15,1696
10:15:00,2018-10-15,1604
10:30:00,2018-10-15,1640
10:45:00,2018-10-15,1300
11:00:00,2018-10-15,1235
11:15:00,2018-10-15,1253
11:30:00,2018-10-15,1069
11:45:00,2018-10-15,1133
12:00:00,2018-10-15,4631
12:15:00,2018-10-15,3760
12:30:00,2018-10-15,2260
12:45:00,2018-10-15,2017
13:00:00,2018-10-15,2214
13:15:00,2018-10-15,2062
13:30:00,2018-10-15,2228
13:45:00,2018-10-15,1303
14:00:00,2018-10-15,1122
14:15:00,2018-10-15,2406
14:30:00,2018-10-15,1108
14:45:00,2018-10-15,1238
15:00:00,2018-10-15,1141
15:15:00,2018-10-15,1068
15:30:00,2018-10-15,960
15:45:00,2018-10-15,1926
16:00:00,2018-10-15,1219
16:15:00,2018-10-15,1085
16:30:00,2018-10-15,824
16:45:00,2018-10-15,748
17:00:00,2018-10-15,856
17:15:00,2018-10-15,687
17:30:00,2018-10-15,671
17:45:00,2018-10-15,525
18:00:00,2018-10-15,840
18:15:00,2018-10-15,566
18:30:00,2018-10-15,595
18:45:00,2018-10-15,600
19:00:00,2018-10-15,590
19:15:00,2018-10-15,477
19:30:00,2018-10-15,760
19:45:00,2018-10-15,542
20:00:00,2018-10-15,664
20:15:00,2018-10-15,584
20:30:00,2018-10-15,533
20:45:00,2018-10-15,466
21:00:00,2018-10-15,707
21:15:00,2018-10-15,658
21:30:00,2018-10-15,596
21:45:00,2018-10-15,708
22:00:00,2018-10-15,537
22:15:00,2018-10-15,597
22:30:00,2018-10-15,628
22:45:00,2018-10-15,640
23:00:00,2018-10-15,676
23:15:00,2018-10-15,675
23:30:00,2018-10-15,434
23:45:00,2018-10-15,469
