Time,Date,Total
00:00:00,2018-10-20,2535
00:15:00,2018-10-20,2253
00:30:00,2018-10-20,2283
00:45:00,2018-10-20,2205
01:00:00,2018-10-20,2402
01:15:00,2018-10-20,2300
01:30:00,2018-10-20,2192
01:45:00,2018-10-20,2089
02:00:00,2018-10-20,2255
02:15:00,2018-10-20,2240
02:30:00,2018-10-20,2198
02:45:00,2018-10-20,2230
03:00:00,2018-10-20,2378
03:15:00,2018-10-20,2409
03:30:00,2018-10-20,2186
03:45:00,2018-10-20,2281
04:00:00,2018-10-20,2457
04:15:00,2018-10-20,2686
04:30:00,2018-10-20,2589
04:45:00,2018-10-20,2376
05:00:00,2018-10-20,2304
05:15:00,2018-10-20,2427
05:30:00,2018-10-20,2377
05:45:00,2018-10-20,2160
06:00:00,2018-10-20,2274
06:15:00,2018-10-20,2345
06:30:00,2018-10-20,2268
06:45:00,2018-10-20,2360
07:00:00,2018-10-20,3497
07:15:00,2018-10-20,2534
07:30:00,2018-10-20,3928
07:45:00,2018-10-20,5664
08:00:00,2018-10-20,8242
08:15:00,2018-10-20,6040
08:30:00,2018-10-20,5674
08:45:00,2018-10-20,4282
09:00:00,2018-10-20,3290
09:15:00,2018-10-20,3244
09:30:00,2018-10-20,3434
09:45:00,2018-10-20,3412
10:00:00,2018-10-20,3995
10:15:00,2018-10-20,3144
10:30:00,2018-10-20,4100
10:45:00,2018-10-20,4179
11:00:00,2018-10-20,3594
11:15:00,2018-10-20,3456
11:30:00,2018-10-20,4830
11:45:00,2018-10-20,3427
12:00:00,2018-10-20,4523
12:15:00,2018-10-20,4009
12:30:00,2018-10-20,3985
12:45:00,2018-10-20,3025
13:00:00,2018-10-20,3296
13:15:00,2018-10-20,3397
13:30:00,2018-10-20,3229
13:45:00,2018-10-20,3278
14:00:00,2018-10-20,3222
14:15:00,2018-10-20,3364
14:30:00,2018-10-20,3372
14:45:00,2018-10-20,3040
15:00:00,2018-10-20,2731
15:15:00,2018-10-20,5225
15:30:00,2018-10-20,9760
15:45:00,2018-10-20,3392
16:00:00,2018-10-20,3264
16:15:00,2018-10-20,3448
16:30:00,2018-10-20,3500
16:45:00,2018-10-20,3826
17:00:00,2018-10-20,2749
17:15:00,2018-10-20,2432
17:30:00,2018-10-20,2231
17:45:00,2018-10-20,2463
18:00:00,2018-10-20,2389
18:15:00,2018-10-20,2490
18:30:00,2018-10-20,2115
18:45:00,2018-10-20,2140
19:00:00,2018-10-20,2527
19:15:00,2018-10-20,2233
19:30:00,2018-10-20,2187
19:45:00,2018-10-20,2192
20:00:00,2018-10-20,7049
20:15:00,2018-10-20,2353
20:30:00,2018-10-20,2249
20:45:00,2018-10-20,2237
21:00:00,2018-10-20,2019
21:15:00,2018-10-20,2387
21:30:00,2018-10-20,2269
21:45:00,2018-10-20,2283
22:00:00,2018-10-20,2170
22:15:00,2018-10-20,2107
22:30:00,2018-10-20,2049
22:45:00,2018-10-20,1972
23:00:00,2018-10-20,2583
23:15:00,2018-10-20,2240
23:30:00,2018-10-20,2206
23:45:00,2018-10-20,2047
