Time,Date,Total
00:00:00,2018-12-23,12206
00:15:00,2018-12-23,12002
00:30:00,2018-12-23,10868
00:45:00,2018-12-23,11133
01:00:00,2018-12-23,10309
01:15:00,2018-12-23,17262
01:30:00,2018-12-23,16931
01:45:00,2018-12-23,12053
02:00:00,2018-12-23,11520
02:15:00,2018-12-23,12322
02:30:00,2018-12-23,11793
02:45:00,2018-12-23,12148
03:00:00,2018-12-23,13345
03:15:00,2018-12-23,12677
03:30:00,2018-12-23,13798
03:45:00,2018-12-23,12410
04:00:00,2018-12-23,12412
04:15:00,2018-12-23,13095
04:30:00,2018-12-23,12705
04:45:00,2018-12-23,11861
05:00:00,2018-12-23,11577
05:15:00,2018-12-23,10794
05:30:00,2018-12-23,11001
05:45:00,2018-12-23,12245
06:00:00,2018-12-23,12689
06:15:00,2018-12-23,11949
06:30:00,2018-12-23,13916
06:45:00,2018-12-23,12502
07:00:00,2018-12-23,11947
07:15:00,2018-12-23,11818
07:30:00,2018-12-23,11895
07:45:00,2018-12-23,12320
08:00:00,2018-12-23,12846
08:15:00,2018-12-23,12167
08:30:00,2018-12-23,13129
08:45:00,2018-12-23,11843
09:00:00,2018-12-23,15296
09:15:00,2018-12-23,12866
09:30:00,2018-12-23,11777
09:45:00,2018-12-23,11501
10:00:00,2018-12-23,13943
10:15:00,2018-12-23,13770
10:30:00,2018-12-23,12064
10:45:00,2018-12-23,12830
11:00:00,2018-12-23,15340
11:15:00,2018-12-23,15069
11:30:00,2018-12-23,14039
11:45:00,2018-12-23,11594
12:00:00,2018-12-23,11824
12:15:00,2018-12-23,12121
12:30:00,2018-12-23,12711
12:45:00,2018-12-23,11662
13:00:00,2018-12-23,12732
13:15:00,2018-12-23,11399
13:30:00,2018-12-23,12082
13:45:00,2018-12-23,11569
14:00:00,2018-12-23,14001
14:15:00,2018-12-23,11642
14:30:00,2018-12-23,12161
14:45:00,2018-12-23,11568
15:00:00,2018-12-23,12386
15:15:00,2018-12-23,12296
15:30:00,2018-12-23,12534
15:45:00,2018-12-23,14307
16:00:00,2018-12-23,16360
16:15:00,2018-12-23,15089
16:30:00,2018-12-23,13522
16:45:00,2018-12-23,15418
17:00:00,2018-12-23,14914
17:15:00,2018-12-23,14029
17:30:00,2018-12-23,15313
17:45:00,2018-12-23,12194
18:00:00,2018-12-23,13630
18:15:00,2018-12-23,15725
18:30:00,2018-12-23,15326
18:45:00,2018-12-23,17444
19:00:00,2018-12-23,14619
19:15:00,2018-12-23,17170
19:30:00,2018-12-23,14270
19:45:00,2018-12-23,15427
20:00:00,2018-12-23,18074
20:15:00,2018-12-23,12983
20:30:00,2018-12-23,15901
20:45:00,2018-12-23,14093
21:00:00,2018-12-23,11799
21:15:00,2018-12-23,12627
21:30:00,2018-12-23,16317
21:45:00,2018-12-23,12800
22:00:00,2018-12-23,12572
22:15:00,2018-12-23,13255
22:30:00,2018-12-23,14371
22:45:00,2018-12-23,13313
23:00:00,2018-12-23,11258
23:15:00,2018-12-23,11965
23:30:00,2018-12-23,12837
23:45:00,2018-12-23,12316
