Time,Date,Total
00:00:00,2018-12-24,2735
00:15:00,2018-12-24,2837
00:30:00,2018-12-24,2623
00:45:00,2018-12-24,2569
01:00:00,2018-12-24,2653
01:15:00,2018-12-24,2739
01:30:00,2018-12-24,2592
01:45:00,2018-12-24,2832
02:00:00,2018-12-24,2830
02:15:00,2018-12-24,2817
02:30:00,2018-12-24,2554
02:45:00,2018-12-24,3158
03:00:00,2018-12-24,2678
03:15:00,2018-12-24,2902
03:30:00,2018-12-24,2703
03:45:00,2018-12-24,2987
04:00:00,2018-12-24,2729
04:15:00,2018-12-24,2979
04:30:00,2018-12-24,3330
04:45:00,2018-12-24,4742
05:00:00,2018-12-24,3856
05:15:00,2018-12-24,2753
05:30:00,2018-12-24,3863
05:45:00,2018-12-24,4012
06:00:00,2018-12-24,2765
06:15:00,2018-12-24,3685
06:30:00,2018-12-24,3177
06:45:00,2018-12-24,4861
07:00:00,2018-12-24,5401
07:15:00,2018-12-24,9130
07:30:00,2018-12-24,19022
07:45:00,2018-12-24,20844
08:00:00,2018-12-24,21791
08:15:00,2018-12-24,16348
08:30:00,2018-12-24,14937
08:45:00,2018-12-24,12152
09:00:00,2018-12-24,14257
09:15:00,2018-12-24,14892
09:30:00,2018-12-24,11799
09:45:00,2018-12-24,9411
10:00:00,2018-12-24,9613
10:15:00,2018-12-24,12025
10:30:00,2018-12-24,13294
10:45:00,2018-12-24,11313
11:00:00,2018-12-24,11173
11:15:00,2018-12-24,14742
11:30:00,2018-12-24,14299
11:45:00,2018-12-24,13448
12:00:00,2018-12-24,11467
12:15:00,2018-12-24,7868
12:30:00,2018-12-24,3985
12:45:00,2018-12-24,3664
13:00:00,2018-12-24,2627
13:15:00,2018-12-24,2237
13:30:00,2018-12-24,2353
13:45:00,2018-12-24,2387
14:00:00,2018-12-24,2600
14:15:00,2018-12-24,2279
14:30:00,2018-12-24,2643
14:45:00,2018-12-24,2301
15:00:00,2018-12-24,2207
15:15:00,2018-12-24,2212
15:30:00,2018-12-24,2077
15:45:00,2018-12-24,2221
16:00:00,2018-12-24,2165
16:15:00,2018-12-24,2166
16:30:00,2018-12-24,2112
16:45:00,2018-12-24,2105
17:00:00,2018-12-24,2230
17:15:00,2018-12-24,2000
17:30:00,2018-12-24,1817
17:45:00,2018-12-24,1907
18:00:00,2018-12-24,1879
18:15:00,2018-12-24,1974
18:30:00,2018-12-24,1816
18:45:00,2018-12-24,1704
19:00:00,2018-12-24,1823
19:15:00,2018-12-24,1857
19:30:00,2018-12-24,1921
19:45:00,2018-12-24,2179
20:00:00,2018-12-24,4992
20:15:00,2018-12-24,2509
20:30:00,2018-12-24,2071
20:45:00,2018-12-24,1879
21:00:00,2018-12-24,1739
21:15:00,2018-12-24,1866
21:30:00,2018-12-24,1755
21:45:00,2018-12-24,1806
22:00:00,2018-12-24,1710
22:15:00,2018-12-24,1659
22:30:00,2018-12-24,1846
22:45:00,2018-12-24,1747
23:00:00,2018-12-24,1712
23:15:00,2018-12-24,1858
23:30:00,2018-12-24,1759
23:45:00,2018-12-24,1874
