Time,Date,Total
00:00:00,2019-03-02,4628
00:15:00,2019-03-02,4586
00:30:00,2019-03-02,4540
00:45:00,2019-03-02,4534
01:00:00,2019-03-02,4641
01:15:00,2019-03-02,4923
01:30:00,2019-03-02,4668
01:45:00,2019-03-02,4552
02:00:00,2019-03-02,4632
02:15:00,2019-03-02,4496
02:30:00,2019-03-02,4535
02:45:00,2019-03-02,4478
03:00:00,2019-03-02,4619
03:15:00,2019-03-02,4538
03:30:00,2019-03-02,4561
03:45:00,2019-03-02,4498
04:00:00,2019-03-02,4634
04:15:00,2019-03-02,4559
04:30:00,2019-03-02,4557
04:45:00,2019-03-02,4582
05:00:00,2019-03-02,4715
05:15:00,2019-03-02,4547
05:30:00,2019-03-02,4570
05:45:00,2019-03-02,4506
06:00:00,2019-03-02,4632
06:15:00,2019-03-02,4504
06:30:00,2019-03-02,4507
06:45:00,2019-03-02,4792
07:00:00,2019-03-02,5090
07:15:00,2019-03-02,5004
07:30:00,2019-03-02,5214
07:45:00,2019-03-02,5402
08:00:00,2019-03-02,6191
08:15:00,2019-03-02,5168
08:30:00,2019-03-02,5128
08:45:00,2019-03-02,5778
09:00:00,2019-03-02,5685
09:15:00,2019-03-02,5755
09:30:00,2019-03-02,5517
09:45:00,2019-03-02,5062
10:00:00,2019-03-02,5548
10:15:00,2019-03-02,5588
10:30:00,2019-03-02,5314
10:45:00,2019-03-02,5105
11:00:00,2019-03-02,5314
11:15:00,2019-03-02,5079
11:30:00,2019-03-02,5718
11:45:00,2019-03-02,5276
12:00:00,2019-03-02,5166
12:15:00,2019-03-02,5858
12:30:00,2019-03-02,4828
12:45:00,2019-03-02,5707
13:00:00,2019-03-02,5617
13:15:00,2019-03-02,4912
13:30:00,2019-03-02,4859
13:45:00,2019-03-02,5149
14:00:00,2019-03-02,5217
14:15:00,2019-03-02,4678
14:30:00,2019-03-02,4880
14:45:00,2019-03-02,4797
15:00:00,2019-03-02,4939
15:15:00,2019-03-02,4660
15:30:00,2019-03-02,4627
15:45:00,2019-03-02,4655
16:00:00,2019-03-02,4872
16:15:00,2019-03-02,5005
16:30:00,2019-03-02,4958
16:45:00,2019-03-02,4740
17:00:00,2019-03-02,4846
17:15:00,2019-03-02,4637
17:30:00,2019-03-02,2781
17:45:00,2019-03-02,768
18:00:00,2019-03-02,723
18:15:00,2019-03-02,641
18:30:00,2019-03-02,4576
18:45:00,2019-03-02,4538
19:00:00,2019-03-02,4558
19:15:00,2019-03-02,4536
19:30:00,2019-03-02,4616
19:45:00,2019-03-02,4565
20:00:00,2019-03-02,4605
20:15:00,2019-03-02,4492
20:30:00,2019-03-02,4607
20:45:00,2019-03-02,4637
21:00:00,2019-03-02,4564
21:15:00,2019-03-02,4882
21:30:00,2019-03-02,4591
21:45:00,2019-03-02,4587
22:00:00,2019-03-02,4581
22:15:00,2019-03-02,4567
22:30:00,2019-03-02,4620
22:45:00,2019-03-02,4576
23:00:00,2019-03-02,4571
23:15:00,2019-03-02,4517
23:30:00,2019-03-02,4837
23:45:00,2019-03-02,4522
