Time,Date,Total
00:00:00,2018-10-14,6206
00:15:00,2018-10-14,94
00:30:00,2018-10-14,3659
00:45:00,2018-10-14,67
01:00:00,2018-10-14,3663
01:15:00,2018-10-14,51
01:30:00,2018-10-14,3659
01:45:00,2018-10-14,50
02:00:00,2018-10-14,3659
02:15:00,2018-10-14,50
02:30:00,2018-10-14,3688
02:45:00,2018-10-14,50
03:00:00,2018-10-14,3651
03:15:00,2018-10-14,51
03:30:00,2018-10-14,3659
03:45:00,2018-10-14,81
04:00:00,2018-10-14,3659
04:15:00,2018-10-14,51
04:30:00,2018-10-14,3659
04:45:00,2018-10-14,52
05:00:00,2018-10-14,3653
05:15:00,2018-10-14,81
05:30:00,2018-10-14,3660
05:45:00,2018-10-14,51
06:00:00,2018-10-14,3652
06:15:00,2018-10-14,52
06:30:00,2018-10-14,3651
06:45:00,2018-10-14,81
07:00:00,2018-10-14,3658
07:15:00,2018-10-14,51
07:30:00,2018-10-14,3660
07:45:00,2018-10-14,52
08:00:00,2018-10-14,3660
08:15:00,2018-10-14,51
08:30:00,2018-10-14,3681
08:45:00,2018-10-14,66
09:00:00,2018-10-14,3657
09:15:00,2018-10-14,73
09:30:00,2018-10-14,3651
09:45:00,2018-10-14,51
10:00:00,2018-10-14,3650
10:15:00,2018-10-14,52
10:30:00,2018-10-14,3688
10:45:00,2018-10-14,51
11:00:00,2018-10-14,3658
11:15:00,2018-10-14,52
11:30:00,2018-10-14,3651
11:45:00,2018-10-14,81
12:00:00,2018-10-14,5554
12:15:00,2018-10-14,1828
12:30:00,2018-10-14,3661
12:45:00,2018-10-14,52
13:00:00,2018-10-14,3651
13:15:00,2018-10-14,125
13:30:00,2018-10-14,3710
13:45:00,2018-10-14,55
14:00:00,2018-10-14,3652
14:15:00,2018-10-14,59
14:30:00,2018-10-14,3648
14:45:00,2018-10-14,53
15:00:00,2018-10-14,3641
15:15:00,2018-10-14,51
15:30:00,2018-10-14,3649
15:45:00,2018-10-14,77
16:00:00,2018-10-14,3649
16:15:00,2018-10-14,51
16:30:00,2018-10-14,3659
16:45:00,2018-10-14,51
17:00:00,2018-10-14,3659
17:15:00,2018-10-14,171
17:30:00,2018-10-14,3664
17:45:00,2018-10-14,57
18:00:00,2018-10-14,3658
18:15:00,2018-10-14,60
18:30:00,2018-10-14,3655
18:45:00,2018-10-14,51
19:00:00,2018-10-14,3493
19:15:00,2018-10-14,73
19:30:00,2018-10-14,3646
19:45:00,2018-10-14,51
20:00:00,2018-10-14,3651
20:15:00,2018-10-14,51
20:30:00,2018-10-14,3650
20:45:00,2018-10-14,51
21:00:00,2018-10-14,3651
21:15:00,2018-10-14,184
21:30:00,2018-10-14,3657
21:45:00,2018-10-14,53
22:00:00,2018-10-14,3647
22:15:00,2018-10-14,60
22:30:00,2018-10-14,3651
22:45:00,2018-10-14,51
23:00:00,2018-10-14,3641
23:15:00,2018-10-14,77
23:30:00,2018-10-14,3650
23:45:00,2018-10-14,42
