Time,Date,Total
00:00:00,2018-11-13,5861
00:15:00,2018-11-13,74
00:30:00,2018-11-13,3352
00:45:00,2018-11-13,45
01:00:00,2018-11-13,3357
01:15:00,2018-11-13,45
01:30:00,2018-11-13,3352
01:45:00,2018-11-13,188
02:00:00,2018-11-13,3354
02:15:00,2018-11-13,45
02:30:00,2018-11-13,3352
02:45:00,2018-11-13,45
03:00:00,2018-11-13,3352
03:15:00,2018-11-13,45
03:30:00,2018-11-13,3364
03:45:00,2018-11-13,82
04:00:00,2018-11-13,3367
04:15:00,2018-11-13,52
04:30:00,2018-11-13,3358
04:45:00,2018-11-13,45
05:00:00,2018-11-13,3384
05:15:00,2018-11-13,45
05:30:00,2018-11-13,3353
05:45:00,2018-11-13,45
06:00:00,2018-11-13,3356
06:15:00,2018-11-13,45
06:30:00,2018-11-13,3386
06:45:00,2018-11-13,45
07:00:00,2018-11-13,3356
07:15:00,2018-11-13,47
07:30:00,2018-11-13,3336
07:45:00,2018-11-13,55
08:00:00,2018-11-13,3355
08:15:00,2018-11-13,55
08:30:00,2018-11-13,3343
08:45:00,2018-11-13,65
09:00:00,2018-11-13,3508
09:15:00,2018-11-13,58
09:30:00,2018-11-13,3381
09:45:00,2018-11-13,53
10:00:00,2018-11-13,3335
10:15:00,2018-11-13,63
10:30:00,2018-11-13,3518
10:45:00,2018-11-13,53
11:00:00,2018-11-13,3344
11:15:00,2018-11-13,80
11:30:00,2018-11-13,3317
11:45:00,2018-11-13,219
12:00:00,2018-11-13,5953
12:15:00,2018-11-13,1472
12:30:00,2018-11-13,3328
12:45:00,2018-11-13,76
13:00:00,2018-11-13,3390
13:15:00,2018-11-13,60
13:30:00,2018-11-13,3313
13:45:00,2018-11-13,46
14:00:00,2018-11-13,3328
14:15:00,2018-11-13,48
14:30:00,2018-11-13,3314
14:45:00,2018-11-13,50
15:00:00,2018-11-13,3418
15:15:00,2018-11-13,50
15:30:00,2018-11-13,3330
15:45:00,2018-11-13,71
16:00:00,2018-11-13,3333
16:15:00,2018-11-13,47
16:30:00,2018-11-13,3350
16:45:00,2018-11-13,54
17:00:00,2018-11-13,3346
17:15:00,2018-11-13,46
17:30:00,2018-11-13,3333
17:45:00,2018-11-13,48
18:00:00,2018-11-13,3347
18:15:00,2018-11-13,190
18:30:00,2018-11-13,3361
18:45:00,2018-11-13,47
19:00:00,2018-11-13,3348
19:15:00,2018-11-13,48
19:30:00,2018-11-13,3357
19:45:00,2018-11-13,48
20:00:00,2018-11-13,3357
20:15:00,2018-11-13,51
20:30:00,2018-11-13,3380
20:45:00,2018-11-13,59
21:00:00,2018-11-13,3364
21:15:00,2018-11-13,52
21:30:00,2018-11-13,3383
21:45:00,2018-11-13,46
22:00:00,2018-11-13,3359
22:15:00,2018-11-13,52
22:30:00,2018-11-13,3358
22:45:00,2018-11-13,65
23:00:00,2018-11-13,3361
23:15:00,2018-11-13,54
23:30:00,2018-11-13,3359
23:45:00,2018-11-13,46
