Time,Date,Total
00:00:00,2018-09-03,51
00:15:00,2018-09-03,51
00:30:00,2018-09-03,49
00:45:00,2018-09-03,49
01:00:00,2018-09-03,51
01:15:00,2018-09-03,51
01:30:00,2018-09-03,47
01:45:00,2018-09-03,51
02:00:00,2018-09-03,49
02:15:00,2018-09-03,51
02:30:00,2018-09-03,49
02:45:00,2018-09-03,51
03:00:00,2018-09-03,51
03:15:00,2018-09-03,51
03:30:00,2018-09-03,49
03:45:00,2018-09-03,51
04:00:00,2018-09-03,51
04:15:00,2018-09-03,51
04:30:00,2018-09-03,49
04:45:00,2018-09-03,46
05:00:00,2018-09-03,51
05:15:00,2018-09-03,51
05:30:00,2018-09-03,51
05:45:00,2018-09-03,49
06:00:00,2018-09-03,49
06:15:00,2018-09-03,45
06:30:00,2018-09-03,53
06:45:00,2018-09-03,49
07:00:00,2018-09-03,51
07:15:00,2018-09-03,49
07:30:00,2018-09-03,47
07:45:00,2018-09-03,51
08:00:00,2018-09-03,51
08:15:00,2018-09-03,49
08:30:00,2018-09-03,49
08:45:00,2018-09-03,51
09:00:00,2018-09-03,51
09:15:00,2018-09-03,49
09:30:00,2018-09-03,49
09:45:00,2018-09-03,51
10:00:00,2018-09-03,51
10:15:00,2018-09-03,51
10:30:00,2018-09-03,51
10:45:00,2018-09-03,47
11:00:00,2018-09-03,57
11:15:00,2018-09-03,47
11:30:00,2018-09-03,49
11:45:00,2018-09-03,47
12:00:00,2018-09-03,51
12:15:00,2018-09-03,49
12:30:00,2018-09-03,51
12:45:00,2018-09-03,51
13:00:00,2018-09-03,49
13:15:00,2018-09-03,51
13:30:00,2018-09-03,51
13:45:00,2018-09-03,49
14:00:00,2018-09-03,1080
14:15:00,2018-09-03,879
14:30:00,2018-09-03,1093
14:45:00,2018-09-03,1024
15:00:00,2018-09-03,1171
15:15:00,2018-09-03,996
15:30:00,2018-09-03,1127
15:45:00,2018-09-03,1148
16:00:00,2018-09-03,1261
16:15:00,2018-09-03,1169
16:30:00,2018-09-03,1023
16:45:00,2018-09-03,1189
17:00:00,2018-09-03,901
17:15:00,2018-09-03,1090
17:30:00,2018-09-03,1075
17:45:00,2018-09-03,1185
18:00:00,2018-09-03,1143
18:15:00,2018-09-03,1213
18:30:00,2018-09-03,1142
18:45:00,2018-09-03,1077
19:00:00,2018-09-03,3273
19:15:00,2018-09-03,893
19:30:00,2018-09-03,1081
19:45:00,2018-09-03,911
20:00:00,2018-09-03,1073
20:15:00,2018-09-03,903
20:30:00,2018-09-03,930
20:45:00,2018-09-03,880
21:00:00,2018-09-03,927
21:15:00,2018-09-03,1033
21:30:00,2018-09-03,1082
21:45:00,2018-09-03,890
22:00:00,2018-09-03,1101
22:15:00,2018-09-03,838
22:30:00,2018-09-03,898
22:45:00,2018-09-03,1025
23:00:00,2018-09-03,917
23:15:00,2018-09-03,897
23:30:00,2018-09-03,987
23:45:00,2018-09-03,901
