Time,Date,Total
00:00:00,2018-09-01,49
00:15:00,2018-09-01,47
00:30:00,2018-09-01,51
00:45:00,2018-09-01,49
01:00:00,2018-09-01,49
01:15:00,2018-09-01,51
01:30:00,2018-09-01,51
01:45:00,2018-09-01,49
02:00:00,2018-09-01,47
02:15:00,2018-09-01,49
02:30:00,2018-09-01,49
02:45:00,2018-09-01,49
03:00:00,2018-09-01,51
03:15:00,2018-09-01,49
03:30:00,2018-09-01,51
03:45:00,2018-09-01,49
04:00:00,2018-09-01,51
04:15:00,2018-09-01,49
04:30:00,2018-09-01,51
04:45:00,2018-09-01,51
05:00:00,2018-09-01,49
05:15:00,2018-09-01,51
05:30:00,2018-09-01,51
05:45:00,2018-09-01,47
06:00:00,2018-09-01,47
06:15:00,2018-09-01,47
06:30:00,2018-09-01,51
06:45:00,2018-09-01,49
07:00:00,2018-09-01,51
07:15:00,2018-09-01,49
07:30:00,2018-09-01,49
07:45:00,2018-09-01,48
08:00:00,2018-09-01,49
08:15:00,2018-09-01,49
08:30:00,2018-09-01,51
08:45:00,2018-09-01,51
09:00:00,2018-09-01,51
09:15:00,2018-09-01,49
09:30:00,2018-09-01,49
09:45:00,2018-09-01,51
10:00:00,2018-09-01,49
10:15:00,2018-09-01,51
10:30:00,2018-09-01,51
10:45:00,2018-09-01,49
11:00:00,2018-09-01,49
11:15:00,2018-09-01,47
11:30:00,2018-09-01,49
11:45:00,2018-09-01,47
12:00:00,2018-09-01,51
12:15:00,2018-09-01,49
12:30:00,2018-09-01,47
12:45:00,2018-09-01,55
13:00:00,2018-09-01,49
13:15:00,2018-09-01,51
13:30:00,2018-09-01,47
13:45:00,2018-09-01,51
14:00:00,2018-09-01,51
14:15:00,2018-09-01,51
14:30:00,2018-09-01,49
14:45:00,2018-09-01,51
15:00:00,2018-09-01,49
15:15:00,2018-09-01,51
15:30:00,2018-09-01,49
15:45:00,2018-09-01,47
16:00:00,2018-09-01,61
16:15:00,2018-09-01,47
16:30:00,2018-09-01,51
16:45:00,2018-09-01,47
17:00:00,2018-09-01,51
17:15:00,2018-09-01,49
17:30:00,2018-09-01,51
17:45:00,2018-09-01,51
18:00:00,2018-09-01,49
18:15:00,2018-09-01,51
18:30:00,2018-09-01,49
18:45:00,2018-09-01,51
19:00:00,2018-09-01,51
19:15:00,2018-09-01,51
19:30:00,2018-09-01,51
19:45:00,2018-09-01,51
20:00:00,2018-09-01,49
20:15:00,2018-09-01,51
20:30:00,2018-09-01,49
20:45:00,2018-09-01,47
21:00:00,2018-09-01,49
21:15:00,2018-09-01,47
21:30:00,2018-09-01,51
21:45:00,2018-09-01,47
22:00:00,2018-09-01,51
22:15:00,2018-09-01,51
22:30:00,2018-09-01,49
22:45:00,2018-09-01,51
23:00:00,2018-09-01,49
23:15:00,2018-09-01,51
23:30:00,2018-09-01,51
23:45:00,2018-09-01,51
