Time,Date,Total
00:00:00,2018-10-22,10144
00:15:00,2018-10-22,9185
00:30:00,2018-10-22,9595
00:45:00,2018-10-22,9480
01:00:00,2018-10-22,12629
01:15:00,2018-10-22,11926
01:30:00,2018-10-22,8999
01:45:00,2018-10-22,9170
02:00:00,2018-10-22,9492
02:15:00,2018-10-22,10301
02:30:00,2018-10-22,10242
02:45:00,2018-10-22,8568
03:00:00,2018-10-22,10764
03:15:00,2018-10-22,10564
03:30:00,2018-10-22,10799
03:45:00,2018-10-22,12562
04:00:00,2018-10-22,11247
04:15:00,2018-10-22,9680
04:30:00,2018-10-22,12190
04:45:00,2018-10-22,10534
05:00:00,2018-10-22,13051
05:15:00,2018-10-22,12293
05:30:00,2018-10-22,10923
05:45:00,2018-10-22,12630
06:00:00,2018-10-22,11228
06:15:00,2018-10-22,11374
06:30:00,2018-10-22,16730
06:45:00,2018-10-22,18357
07:00:00,2018-10-22,17008
07:15:00,2018-10-22,21828
07:30:00,2018-10-22,39936
07:45:00,2018-10-22,46704
08:00:00,2018-10-22,47709
08:15:00,2018-10-22,44816
08:30:00,2018-10-22,36485
08:45:00,2018-10-22,37770
09:00:00,2018-10-22,41064
09:15:00,2018-10-22,33167
09:30:00,2018-10-22,29958
09:45:00,2018-10-22,31088
10:00:00,2018-10-22,37903
10:15:00,2018-10-22,31688
10:30:00,2018-10-22,32323
10:45:00,2018-10-22,31154
11:00:00,2018-10-22,39438
11:15:00,2018-10-22,32066
11:30:00,2018-10-22,27644
11:45:00,2018-10-22,34212
12:00:00,2018-10-22,27719
12:15:00,2018-10-22,34796
12:30:00,2018-10-22,34962
12:45:00,2018-10-22,35291
13:00:00,2018-10-22,30474
13:15:00,2018-10-22,33153
13:30:00,2018-10-22,32179
13:45:00,2018-10-22,26582
14:00:00,2018-10-22,32400
14:15:00,2018-10-22,30099
14:30:00,2018-10-22,29550
14:45:00,2018-10-22,37573
15:00:00,2018-10-22,28129
15:15:00,2018-10-22,30331
15:30:00,2018-10-22,43573
15:45:00,2018-10-22,33918
16:00:00,2018-10-22,25312
16:15:00,2018-10-22,24354
16:30:00,2018-10-22,16876
16:45:00,2018-10-22,13852
17:00:00,2018-10-22,9782
17:15:00,2018-10-22,9709
17:30:00,2018-10-22,8249
17:45:00,2018-10-22,8100
18:00:00,2018-10-22,8806
18:15:00,2018-10-22,8695
18:30:00,2018-10-22,9973
18:45:00,2018-10-22,8126
19:00:00,2018-10-22,8542
19:15:00,2018-10-22,9582
19:30:00,2018-10-22,8891
19:45:00,2018-10-22,8552
20:00:00,2018-10-22,13379
20:15:00,2018-10-22,8889
20:30:00,2018-10-22,9627
20:45:00,2018-10-22,8450
21:00:00,2018-10-22,9960
21:15:00,2018-10-22,8681
21:30:00,2018-10-22,9425
21:45:00,2018-10-22,9526
22:00:00,2018-10-22,8337
22:15:00,2018-10-22,8422
22:30:00,2018-10-22,8267
22:45:00,2018-10-22,8262
23:00:00,2018-10-22,9873
23:15:00,2018-10-22,9768
23:30:00,2018-10-22,8114
23:45:00,2018-10-22,9190
